/imovel/REO937551/venda-condominio-3-quartos-suzano-jardim-sao-jose;/assets/imgs/commons/image-default.png;Casa Nova com 3 dormitórios em Condomínio no Jd São José - Suzano Casa: 3 dormitórios ; - 1 banheiro; -...;Rua Venezuela;R$ 265.000
/imovel/REO967298/venda-galpao-10-vagas-suzano-chacara-primavera;/assets/imgs/commons/image-default.png;Galpão ZUP 1 - na cidade de Suzano, com trifásico, pé direito de 6M² e frete com 56,20M², 04 salas sendo toda...;Rua Ernesto Joaquim De Souza;R$ 3.700.000
/imovel/REO784178/venda-apartamento-2-quartos-suzano-parque-suzano;/assets/imgs/commons/image-default.png;Apartamento padrão | Pronto pra morar | na melhor localização de Suzano | Em frente ao shopping | com 66m² de ...;Rua Sete De Setembro;R$ 310.000
/imovel/REO835852/venda-casa-3-quartos-suzano-jardim-altos-de-suzano;/assets/imgs/commons/image-default.png;Lindo Sobrado à venda em Suzano. Terreno 12 x 25 Área construída 393 m2 3 suítes 3 salas 1 escritório ...;Rua Mário Marques De Carvalho;R$ 2.000.000
/imovel/REO292993/venda-condominio-4-quartos-suzano-chacara-faggion;/assets/imgs/commons/image-default.png;Sobrados totalmente isolados (sem paredes geminadas) 4 Dormitórios - Sendo 2 suíte Suíte no térreo (com banh...;Rua Gonroku Yoshimoto;R$ 730.000
/imovel/REO874842/venda-chacara-3-quartos-suzano-chacaras-ceres;/assets/imgs/commons/image-default.png;Se você está em busca de tranquilidade, contato com a natureza e um refúgio para descanso nos arredores de São...;Rua Antônio Jorge Dos Passos;R$ 1.300.000
/imovel/REO892214/venda-sobrado-2-quartos-suzano-vila-amorim;/assets/imgs/commons/image-default.png;Sobrado com : - 3 dormitórios(sendo 1 suíte); - cozinha mobiliada; - sala; - sala de jantar; - área d...;Rua Benedito Costa Ramos;R$ 600.000
/imovel/REO891151/venda-casa-3-quartos-suzano-jardim-ikeda;/assets/imgs/commons/image-default.png;Casa com 02 dormitórios, sendo 01 suíte, varanda, 03 banheiros, sala de TV , sala de estar, cozinha, escritóri...;Rua Flôr De Narciso;R$ 750.000
/imovel/REO988106/venda-chacara-3-quartos-suzano-chacara-recreio-internacional;/assets/imgs/commons/image-default.png;Chácara no Recreio internacional Suzano, com edícula, casa principal com 2- quartos, sala, cozinha e banheiro....;Rua Equador;R$ 400.000
/imovel/REO922461/venda-casa-3-quartos-suzano-jardim-nova-america;/assets/imgs/commons/image-default.png;Maravilhosa Casa, com 125m² de construção, com 3 dormitórios, 1 suíte, 1 sala e 2 vaga de garagem. Tem Qu...;Rua Joel Gomes Barbosa;R$ 320.000
/imovel/REO819984/venda-casa-terrea-2-quartos-suzano-jardim-lincoln;/assets/imgs/commons/image-default.png;Excelente oportunidade ! Venha morar em Suzano ! Na Vila Figueira - Suzano são 2 dormitórios , sala de janta...;Rua Eduardo Alves Pereira;R$ 410.000
/imovel/REO973972/venda-casa-4-quartos-suzano-parque-santa-rosa;/assets/imgs/commons/image-default.png;Casa à venda no Parque Santa Rosa, em Suzano - SP. Aproveite esta oportunidade de morar em um bairro de fácil ...;Rua Amadeu José De Moraes;R$ 700.000
/imovel/REO889583/venda-sobrado-2-quartos-suzano-vila-maria-de-maggi;/assets/imgs/commons/image-default.png;Lindo Sobrado na Vila Maria de Maggi em Suzano ! Sendo 2 dormitórios com planejados , sendo um com closet que ...;Avenida Roma;R$ 590.000
/imovel/REO911901/venda-condominio-4-quartos-suzano-jardim-residencial-suzano;/assets/imgs/commons/image-default.png;Lindo sobrado de alto padrão, com fino acabamento. O imóvel possuí Hall de entrada, Pomar Lateral, Espaço...;Rua Shiguenobu Takahashi;R$ 4.600.000
