/imovel/REO889581/venda-condominio-2-quartos-suzano-vila-colorado;https://betaimages.lopes.com.br/realestate/sml/REO889581/C9D10180D7713F21C7694C85F1C58897.JPEG;Condomínio Residencial Mirante ! Sobrados com 2 dormitórios , sala , cozinha , banheiro , lavabo , área de ser...;Avenida Ana Santana Costantino;R$ 320.000
/imovel/REO746015/venda-sobrado-3-quartos-suzano-vila-costa;https://betaimages.lopes.com.br/realestate/sml/REO746015/134849B256ED9F3DDF077680FD7F2419.JPEG;Casa bem localizada no coração da Cidade de Suzano. Imóvel ideal para clínica. O imóvel está semi mobiliado ...;Rua Barão Do Rio Branco;R$ 2.500.000
/imovel/REO973299/venda-apartamento-2-quartos-suzano-jardim-gardenia-azul;https://betaimages.lopes.com.br/realestate/sml/REO973299/033E360F0E9C027E34B59A4443F81163.JPEG;Apartamento com dois dormitórios , sala ,cozinha ,banheiro , área de serviço , uma vaga rotativa de garagem , ...;Rua Teruo Nishikawa;R$ 85.000
/imovel/REO998748/venda-casa-4-quartos-suzano-parque-santa-rosa;https://betaimages.lopes.com.br/realestate/sml/REO998748/BDF05E7FEB6D3182E55110DD64F6E701.JPEG;Área Construída com 218,80 m², Área do Terreno com 354,00 m². Acabamentos: Janelas em aluminio, Luminárias,...;Rua Dos Miosótis;R$ 690.000
/imovel/REO851594/venda-apartamento-2-quartos-suzano-parque-santa-rosa;/assets/imgs/commons/image-default.png;Lindo apartamento! O condomínio Residencial Séfora em Suzano oferece várias comodidades, como playground, salã...;Estrada Santa Mônica;R$ 215.000
/imovel/REO657849/venda-casa-3-quartos-suzano-jardim-sao-luis;/assets/imgs/commons/image-default.png;1 terrenos em Suzano 545m² com 1 sobrado e 1 casa térrea, com 3 dormitórios, sala grande, cozinha e sala de ja...;Rua Manuel Joaquim De Lima;R$ 690.000
/imovel/REO1005358/venda-sobrado-4-quartos-suzano-vila-urupes;/assets/imgs/commons/image-default.png;Este excelente imóvel em Suzano oferece uma combinação perfeita de espaço, conforto e funcionalidade, ideal pa...;Rua Gato Cinzento;R$ 430.000
/imovel/REO930529/venda-chacara-5-quartos-suzano-chacara-recreio-internacional;/assets/imgs/commons/image-default.png;Sobrado de altíssimo padrão com fino acabamento móveis planejados e decoração, com 5 dormitórios com varandas ...;Rua Equador;R$ 1.800.000
/imovel/REO968704/venda-terreno-1941-m2-suzano-parque-santa-rosa;/assets/imgs/commons/image-default.png;Terreno na cidade de Suzano/SP, faz divisa com as cidades de Ribeirão Pires e Mauá/SP, bem localizado, à 1km d...;Estrada Dos Fernandes;R$ 11.650.000
;assets/svgs/ilustracao-calculadora2.svg;;;
